transactionHash,fromAddress,fromLabel,fromIsContract,toAddress,toLabel,toIsContract,tokenAddress,type,blockTimestamp,blockNumber,blockHash,tokenName,tokenSymbol,tokenDecimals,unitValue,tokenId,historicalUSD,chain
0x562108a5d8ec15b761039b27fecc960ec189ecd47f6151994fe22e92906bbe43,0x26F63844CE593B1fD73053beAa891C0fb8e80f05,0x26F63844CE593B1fD73053beAa891C0fb8e80f05,false,0x52629961F71C1C2564C5aa22372CB1b9fa9EBA3E,RabbitHole: QuestFactory (Proxy) (0x526),true,,external,2024-02-14T00:07:43Z,180490389,0xd5b00aced6c0c0068bdeb43c9001d488729a50b576a7fd033c033872f8f1e347,Ethereum,ETH,18,0.000075,ethereum,0.1978995,arbitrum_one
0xc483543f0b39d628a1aa76e1905f99d8e5b023101bf35bb7f397322796ca6594,0x26F63844CE593B1fD73053beAa891C0fb8e80f05,0x26F63844CE593B1fD73053beAa891C0fb8e80f05,false,0xeA05520c52b6949Da14050F6E7FF3368f1cECDfb,0xeA05520c52b6949Da14050F6E7FF3368f1cECDfb,true,,external,2024-02-13T09:00:16Z,180276966,0x235e545919541015900e3dcf246f74e729cac2635dbee37958c803a0c2ec2e6f,Ethereum,ETH,18,0.75,ethereum,1995.435,arbitrum_one
0xae2d347b8cf34ef37bf83424cb318b83f9f61ddff9334f4f092b52431a99393e,0x26F63844CE593B1fD73053beAa891C0fb8e80f05,0x26F63844CE593B1fD73053beAa891C0fb8e80f05,false,0xeA05520c52b6949Da14050F6E7FF3368f1cECDfb,0xeA05520c52b6949Da14050F6E7FF3368f1cECDfb,true,,external,2024-02-13T08:48:49Z,180274260,0x8416dafa138dd30f3af0203a4387c5b344ed515f40c00a81c7271dcaab75d588,Ethereum,ETH,18,0.65,ethereum,1728.7335,arbitrum_one
0xfb2d8f1d3fe9fd95ab582baa25f05b386f9535d6c79b545e952134ca9e63e385,0x26F63844CE593B1fD73053beAa891C0fb8e80f05,0x26F63844CE593B1fD73053beAa891C0fb8e80f05,false,0x52629961F71C1C2564C5aa22372CB1b9fa9EBA3E,RabbitHole: QuestFactory (Proxy) (0x526),true,,external,2024-02-13T06:36:57Z,180242635,0x5d6ba36b180480793c2b14cee927d5e3f45989878f34ff63e25a2d9defc84600,Ethereum,ETH,18,0.000075,ethereum,0.198711,arbitrum_one
0x19086c9ff33698bbbd3c24e408d9465972bdd5df187947bb89015eb7e332bfa5,0x26F63844CE593B1fD73053beAa891C0fb8e80f05,0x26F63844CE593B1fD73053beAa891C0fb8e80f05,false,0x52629961F71C1C2564C5aa22372CB1b9fa9EBA3E,RabbitHole: QuestFactory (Proxy) (0x526),true,,external,2024-02-13T02:13:32Z,180180664,0x7d696871c6a9ed3fe66db7773cda0414412adc938a4694930aee3de93322ca68,Ethereum,ETH,18,0.000075,ethereum,0.20061825,arbitrum_one
0x7e3924aa9a8d3c5f5b96c85efe69cdcfb5b647b27db858f6fafea56e59d5712a,0x26F63844CE593B1fD73053beAa891C0fb8e80f05,0x26F63844CE593B1fD73053beAa891C0fb8e80f05,false,0x52629961F71C1C2564C5aa22372CB1b9fa9EBA3E,RabbitHole: QuestFactory (Proxy) (0x526),true,,external,2024-02-13T02:03:46Z,180178336,0xbf73efa13a44f11fbea736e1be7524e973fbbda24d3ad5fe3bbabf9e30b8deb1,Ethereum,ETH,18,0.000075,ethereum,0.200481,arbitrum_one
0x2810918989b667456363e63b27305d44d1e00bf85c6602c0bb9544f921d2c0af,0x26F63844CE593B1fD73053beAa891C0fb8e80f05,0x26F63844CE593B1fD73053beAa891C0fb8e80f05,false,0xeA05520c52b6949Da14050F6E7FF3368f1cECDfb,0xeA05520c52b6949Da14050F6E7FF3368f1cECDfb,true,,external,2024-02-12T10:37:50Z,179964686,0x98571f04df380f2f52b13ce9901b470e8979061780544164091c1b2434242875,Ethereum,ETH,18,0.8,ethereum,1986.528,arbitrum_one
0x79abd732e36850006cd7dd750fa5e6fb578d16fd2aa1d5808e34370ec41fe5ed,0x26F63844CE593B1fD73053beAa891C0fb8e80f05,0x26F63844CE593B1fD73053beAa891C0fb8e80f05,false,0xeA05520c52b6949Da14050F6E7FF3368f1cECDfb,0xeA05520c52b6949Da14050F6E7FF3368f1cECDfb,true,,external,2024-02-12T10:34:06Z,179963783,0x18506412633b732c4e14c8fc8859013832c754421ae9070ba015a0a23859abc3,Ethereum,ETH,18,1,ethereum,2480.24,arbitrum_one
0x666f6b72e223d34fc25a5335f306df00029c5a5f0823f9df936a56e25f29b5f5,0xeC8B0F7Ffe3ae75d7FfAb09429e3675bb63503e4,Uniswap: UniversalRouter (0xeC8),true,0x26F63844CE593B1fD73053beAa891C0fb8e80f05,0x26F63844CE593B1fD73053beAa891C0fb8e80f05,false,,internal,2024-02-12T10:18:48Z,179960136,0x0aecc30349c80f0e91c91054a3e728752aa00d9d50ac6b639f32f953b05db17e,Ethereum,ETH,18,1.5477483816998545,ethereum,3845.3963318171063,arbitrum_one
0xc1d2ebfd04c50879aa796de38d308eaeff2510c6ea610e6c7d7d75c9f86041af,0x26F63844CE593B1fD73053beAa891C0fb8e80f05,0x26F63844CE593B1fD73053beAa891C0fb8e80f05,false,0x52629961F71C1C2564C5aa22372CB1b9fa9EBA3E,RabbitHole: QuestFactory (Proxy) (0x526),true,,external,2024-02-12T04:05:00Z,179872662,0xaf38ff182216c7dec6e74534e1bb661e688ee0379dd33228649c8ee31ec8900b,Ethereum,ETH,18,0.000075,ethereum,0.18759075,arbitrum_one
