transactionHash,fromAddress,fromLabel,fromIsContract,toAddress,toLabel,toIsContract,tokenAddress,type,blockTimestamp,blockNumber,blockHash,tokenName,tokenSymbol,tokenDecimals,unitValue,tokenId,historicalUSD,chain
0x284146ec88273816e758ff47caa591301436e00d91131414d12f1a59b31135a7,0xeA9946e10d77878B35749D085E38f91207944a5b,0xeA9946e10d77878B35749D085E38f91207944a5b,false,0x27428DD2d3DD32A4D7f7C497eAaa23130d894911,Wormhole: WormholeRelayer (Proxy) (0x274),true,,external,2024-02-05T23:41:03Z,41300856,0xbd061caa2e41969c3785e1be24833a31a4fee3de04d1efe88b9942f1d027196a,Avalanche,AVAX,18,0.0085714285713,avalanche-2,0.296142857138415,avalanche
0x4d993a9f5eeb32c0b5a78c0cb37cef889c924d6578c4fc29180de119520eebfd,0xeA9946e10d77878B35749D085E38f91207944a5b,0xeA9946e10d77878B35749D085E38f91207944a5b,false,0x27428DD2d3DD32A4D7f7C497eAaa23130d894911,Wormhole: WormholeRelayer (Proxy) (0x274),true,,external,2024-02-05T23:12:33Z,41300021,0xc2bdf936ce42ad9f76faaa49b6124c2f04220411eb9c7f3f33a8313e51bf9a39,Avalanche,AVAX,18,0.00342857142852,avalanche-2,0.1176685714268064,avalanche
0x54549c2499099b457b080ffc1abf560b7605caaf3b6a73eb01549be1b7a65a57,0xeA9946e10d77878B35749D085E38f91207944a5b,0xeA9946e10d77878B35749D085E38f91207944a5b,false,0x27428DD2d3DD32A4D7f7C497eAaa23130d894911,Wormhole: WormholeRelayer (Proxy) (0x274),true,,external,2024-02-05T23:06:44Z,35882238,0x8f235688fd79ae549f293cc5fcc67bebcbc5817e10629b24a6cc75672d6a874d,BNB,BNB,18,0.0005714285714,binancecoin,0.17136571427714598,bsc
0x2ce52e57f8b5525a4ca4c7485a58d70ac70e68590b81e78e78730e50b920bbdc,0xeA9946e10d77878B35749D085E38f91207944a5b,0xeA9946e10d77878B35749D085E38f91207944a5b,false,0x27428DD2d3DD32A4D7f7C497eAaa23130d894911,Wormhole: WormholeRelayer (Proxy) (0x274),true,,external,2024-02-05T23:06:15Z,41299841,0x4f6b823d6afcc1141dfade8186a58c5c9689730e9bf04430497c16eacd6efc84,Avalanche,AVAX,18,0.0057142857142,avalanche-2,0.195885714282776,avalanche
0xdcd174d8e65a79f04fc31007043a994a6a5de54ce51ad1d5ac678bf6f2ca417d,0xeA9946e10d77878B35749D085E38f91207944a5b,0xeA9946e10d77878B35749D085E38f91207944a5b,false,0x27428DD2d3DD32A4D7f7C497eAaa23130d894911,Wormhole: WormholeRelayer (Proxy) (0x274),true,,external,2024-02-05T23:00:54Z,35882122,0xfe878bb85b77032c5154e31b51d2d046b598f0612a56f1c454a309c91ac5cfd5,BNB,BNB,18,0.0005714285714,binancecoin,0.171508571419996,bsc
0x1842a22efdeb9cafbbbdd7e5ddd7725c912211ecf08d4f21992aed35d71f01e3,0xeA9946e10d77878B35749D085E38f91207944a5b,0xeA9946e10d77878B35749D085E38f91207944a5b,false,0x27428DD2d3DD32A4D7f7C497eAaa23130d894911,Wormhole: WormholeRelayer (Proxy) (0x274),true,,external,2024-02-05T22:54:51Z,35882001,0x86835375f89650059f5501b685dc11964194f780a52ad29751371d6525c87975,BNB,BNB,18,0.0005714285714,binancecoin,0.171462857134284,bsc
0x567fba43f2efe5e690c77662576a68030582d266820c3c2a7a8d8668fe3142d5,0xeA9946e10d77878B35749D085E38f91207944a5b,0xeA9946e10d77878B35749D085E38f91207944a5b,false,0x27428DD2d3DD32A4D7f7C497eAaa23130d894911,Wormhole: WormholeRelayer (Proxy) (0x274),true,,external,2024-02-05T22:47:34Z,41299293,0x973e3942bb7882a5e11f319d0f557c8b6e4875ca3d91abee20e3a4da5ad81e23,Avalanche,AVAX,18,0.0057142857142,avalanche-2,0.19599999999705997,avalanche
0x527c02eedbcf84a051f746f41e248969869ae395197a3c19f36cd3c3bfbe2b23,0xeA9946e10d77878B35749D085E38f91207944a5b,0xeA9946e10d77878B35749D085E38f91207944a5b,false,0x27428DD2d3DD32A4D7f7C497eAaa23130d894911,Wormhole: WormholeRelayer (Proxy) (0x274),true,,external,2024-02-05T22:33:57Z,35881583,0x2153dc4a26106d4de4714665ec5df1d11d92568a04bf3181d62f5fbde6c3d820,BNB,BNB,18,0.0008571428571,binancecoin,0.25710857141571597,bsc
0xb94ae37f72189a23b1183690fd7e1374f0898be2bd3b86e74a464c1d64663a53,0xeA9946e10d77878B35749D085E38f91207944a5b,0xeA9946e10d77878B35749D085E38f91207944a5b,false,0x27428DD2d3DD32A4D7f7C497eAaa23130d894911,Wormhole: WormholeRelayer (Proxy) (0x274),true,,external,2024-02-05T22:24:19Z,41298622,0xdfe546f9ee1df942e1bcbff5d3c832a0fbfea61449b7a40a03e4243b2b33c984,Avalanche,AVAX,18,0.0057142857142,avalanche-2,0.19628571428277003,avalanche
0x547058c2fd8d7363f3450f8e9770d8bf2457eb8fc2aaea600a65620e1be53f6a,0xeA9946e10d77878B35749D085E38f91207944a5b,0xeA9946e10d77878B35749D085E38f91207944a5b,false,0x27428DD2d3DD32A4D7f7C497eAaa23130d894911,Wormhole: WormholeRelayer (Proxy) (0x274),true,,external,2024-02-05T22:22:30Z,35881354,0xd2ee4917b905dcb9c78c56ef805609cc72385d71d90dc0453c35a5f119c6054a,BNB,BNB,18,0.00034285714284,binancecoin,0.10310399999484482,bsc
